"Imm","r","vac","nWeek","risk_low","risk_med","risk_up","prot_low","prot_med","prot_up","erad_low","erad_med","erad_up","weeknotsafe_low","weeknotsafe_med","weeknotsafe_up"
0,0,0.7,3,0,0.0653900189359233,0.135282939189189,0.857142857142857,0.928028776978417,1,0,0.11965811965812,0.203703703703704,0.829787234042553,0.914893617021277,1
0,0,0.7,4,0,0.0298507462686567,0.0777625391849529,0.902439024390244,0.964705882352941,1,0,0.0533333333333333,0.112100213219616,0.723404255319149,0.829787234042553,0.936170212765957
0,0,0.8,1,0,0.253521126760563,0.539823008849557,0.191884931506849,0.301587301587302,0.458333333333333,0,0.131578947368421,0.274268484156437,0.936170212765957,0.978723404255319,1
0,0,0.8,2,0.0833333333333333,0.28125,0.512523452157598,0.472186963979417,0.709677419354839,0.897435897435897,0,0.189598828036962,0.317161480235492,0.978723404255319,1,1
0,0,0.8,3,0,0.0606060606060606,0.128205128205128,0.86764705882353,0.935483870967742,1,0,0.113636363636364,0.194862976007044,0.829787234042553,0.914893617021277,0.978723404255319
0,0,0.8,4,0,0.027027027027027,0.07365353567969,0.918918918918919,0.969309262166405,1,0,0.0505050505050505,0.108695652173913,0.659574468085106,0.808510638297872,0.914893617021277
0,0,0.9,1,0,0.252810407982822,0.539325842696629,0.209302325581395,0.324324324324324,0.48780487804878,0,0.131578947368421,0.271111199112941,0.936170212765957,0.978723404255319,1
0,0,0.9,2,0.0810810810810811,0.266666666666667,0.493752930145335,0.5,0.727272727272727,0.909943181818181,0,0.181818181818182,0.315492901706137,0.978723404255319,1,1
0,0,0.9,3,0,0.0576923076923077,0.125,0.875,0.940709353421218,1,0,0.107142857142857,0.189435805422648,0.808510638297872,0.893617021276596,0.978723404255319
0,0,0.9,4,0,0.0258620689655172,0.0737704918032787,0.925600201265095,0.972602739726027,1,0,0.0465116279069767,0.105263157894737,0.680851063829787,0.787234042553192,0.893617021276596
0,0,1,1,0,0.25,0.53125,0.224137931034483,0.349514563106796,0.524434523809523,0,0.129700310998021,0.268937988988699,0.936170212765957,0.978723404255319,1
0,0,1,2,0.0737881263616558,0.261904761904762,0.48990306122449,0.508474576271186,0.735294117647059,0.924528301886792,0,0.18025402451632,0.31104674796748,0.978723404255319,1,1
0,0,1,3,0,0.0540540540540541,0.12,0.88,0.945945945945946,1,0,0.103092783505155,0.187979693684392,0.787234042553192,0.872340425531915,0.957446808510638
0,0,1,4,0,0.0240963855421687,0.0722301577443795,0.92776984225562,0.975903614457831,1,0,0.0444444444444444,0.1,0.638297872340426,0.765957446808511,0.872340425531915
0,0.1,0,1,0,0.272727272727273,0.56225464876033,0,0.078125,0.17959234775641,0,0.133333333333333,0.274509803921569,0.936170212765957,0.978723404255319,1
0,0.1,0,2,0.254804846466889,0.458333333333333,0.689655172413793,0.139755813953488,0.485714285714286,0.714862637362637,0.1,0.272727272727273,0.379178253615128,1,1,1
0,0.1,0,3,0.0377358490566038,0.106060606060606,0.235294117647059,0.714285714285714,0.891519566638648,0.960464434601355,0.0934579439252336,0.176470588235294,0.297297297297297,0.978723404255319,1,1
0,0.1,0,4,0,0.0457516339869281,0.125,0.869565217391304,0.953846153846154,1,0.0229007633587786,0.0784313725490196,0.172413793103448,0.914893617021277,0.957446808510638,1
0,0.1,0.1,1,0,0.264705882352941,0.564763071895425,0.0272028878193262,0.111111111111111,0.211538461538462,0,0.133333333333333,0.276397058823529,0.936170212765957,0.978723404255319,1
0,0.1,0.1,2,0.25,0.431372549019608,0.661657239819004,0.228070175438596,0.520833333333333,0.728545793855871,0.0949002574002574,0.265228818800247,0.372549019607843,1,1,1
0,0.1,0.1,3,0.0333333333333333,0.1,0.214285714285714,0.75,0.896551724137931,0.963636363636364,0.08621067303863,0.169642857142857,0.289673913043478,0.957446808510638,1,1
0,0.1,0.1,4,0,0.0441176470588235,0.115854203935599,0.879310344827586,0.955357142857143,1,0.0212765957446809,0.0758098223615465,0.158999999999999,0.893617021276596,0.957446808510638,1
0,0.1,0.2,1,0.0176926691729323,0.268292682926829,0.557611470388019,0.05,0.140625,0.243243243243243,0,0.130896751223854,0.267608654212733,0.936170212765957,0.978723404255319,1
0,0.1,0.2,2,0.223580940336259,0.408450704225352,0.635135135135135,0.278391472868217,0.55,0.739130434782609,0.0821917808219178,0.25609756097561,0.368421052631579,1,1,1
0,0.1,0.2,3,0.0277777777777778,0.0952380952380952,0.198827160493826,0.777777777777778,0.901639344262295,0.967741935483871,0.0810810810810811,0.162790697674419,0.266666666666667,0.957446808510638,1,1
0,0.1,0.2,4,0,0.0422535211267606,0.109375,0.888067292644757,0.957317073170732,1,0.0204081632653061,0.072787477423239,0.153473312401884,0.851063829787234,0.957446808510638,1
0,0.1,0.3,1,0,0.266666666666667,0.559358520551903,0.080547830923248,0.171428571428571,0.277777777777778,0,0.133333333333333,0.273629613713413,0.936170212765957,0.978723404255319,1
0,0.1,0.3,2,0.207547169811321,0.389830508474576,0.626865671641791,0.327238063660477,0.579710144927536,0.75,0.0833333333333333,0.25,0.357142857142857,1,1,1
0,0.1,0.3,3,0.024390243902439,0.0909090909090909,0.181818181818182,0.805752487562189,0.906604361370716,0.971428571428571,0.0747207446808511,0.157303370786517,0.25439907550077,0.957446808510638,1,1
0,0.1,0.3,4,0,0.0410958904109589,0.1,0.894148936170213,0.958333333333333,1,0.0188679245283019,0.0701754385964912,0.145833333333333,0.851063829787234,0.936170212765957,1
0,0.1,0.4,1,0,0.263157894736842,0.545896464646464,0.106743920972644,0.197916666666667,0.31298973880597,0,0.132698212028174,0.264590422946038,0.936170212765957,0.978723404255319,1
0,0.1,0.4,2,0.19047619047619,0.378378378378378,0.60751050420168,0.347826086956522,0.601851851851852,0.773784946236559,0.0756985908765226,0.243023104880582,0.349854294478527,1,1,1
0,0.1,0.4,3,0.0197941176470588,0.0862068965517241,0.172413793103448,0.814814814814815,0.911764705882353,0.976744186046512,0.0636524822695035,0.151724137931034,0.24,0.957446808510638,0.978723404255319,1
0,0.1,0.4,4,0,0.0392156862745098,0.0952380952380952,0.901960784313726,0.96,1,0.0144927536231884,0.0677966101694915,0.137931034482759,0.872340425531915,0.936170212765957,0.978723404255319
0,0.1,0.5,1,0.00766129032258078,0.26530612244898,0.550240825688073,0.133333333333333,0.225806451612903,0.346565934065934,0,0.133333333333333,0.271933446455505,0.936170212765957,0.978723404255319,1
0,0.1,0.5,2,0.186046511627907,0.364583333333333,0.586206896551724,0.383756137479542,0.620404163287375,0.782608695652174,0.0650691699604743,0.236842105263158,0.346312840702604,1,1,1
0,0.1,0.5,3,0.0156792174234035,0.0827016243944144,0.164474596844113,0.830188679245283,0.915492957746479,0.978260869565217,0.0540540540540541,0.147368421052632,0.23728813559322,0.936170212765957,0.978723404255319,1
0,0.1,0.5,4,0,0.0384615384615385,0.0938902243589743,0.903971285563751,0.961538461538462,1,0.00934032328527742,0.0657894736842105,0.133333333333333,0.851063829787234,0.925531914893617,0.978723404255319
0,0.1,0.6,1,0,0.261904761904762,0.54727408142999,0.15060760053027,0.25,0.388888888888889,0,0.130434782608696,0.27389514024788,0.914893617021277,0.978723404255319,1
0,0.1,0.6,2,0.163699360341151,0.35,0.574280929866036,0.407181309216193,0.638196555217832,0.808674906132666,0.0646321070234114,0.230769230769231,0.34,1,1,1
0,0.1,0.6,3,0,0.079646017699115,0.152367354458364,0.844444444444444,0.919354838709677,0.983879781420765,0.057536231884058,0.142857142857143,0.228423913043478,0.893617021276596,0.978723404255319,1
0,0.1,0.6,4,0,0.036231884057971,0.0909090909090909,0.907542735042735,0.963503649635037,1,0,0.0637620273749831,0.129566346922462,0.787234042553192,0.914893617021277,1
0,0.1,0.7,1,0,0.258620689655172,0.543078024941018,0.177145965189873,0.277777777777778,0.419337209302325,0,0.13,0.270965110441767,0.914893617021277,0.978723404255319,1
0,0.1,0.7,2,0.161290322580645,0.340909090909091,0.573333333333333,0.417101648351648,0.651162790697674,0.822222222222222,0.0625,0.225806451612903,0.333333333333333,0.978723404255319,1,1
0,0.1,0.7,3,0,0.0769230769230769,0.150684931506849,0.847826086956522,0.922413793103448,1,0.0491803278688525,0.138888888888889,0.222704315886134,0.914893617021277,0.978723404255319,1
0,0.1,0.7,4,0,0.0354609929078014,0.0909090909090909,0.909090909090909,0.964285714285714,1,0,0.0618556701030928,0.126379310344828,0.808510638297872,0.904255319148936,0.978723404255319
0,0.1,0.8,1,0,0.25,0.530801878273433,0.191846547668465,0.3,0.454545454545455,0,0.131868131868132,0.270967741935484,0.936170212765957,0.978723404255319,1
0,0.1,0.8,2,0.148936170212766,0.333333333333333,0.56,0.432685185185185,0.66379118018889,0.841098484848485,0.0625,0.21978021978022,0.330358994814519,1,1,1
0,0.1,0.8,3,0,0.075,0.142857142857143,0.856603288797533,0.924306086070792,1,0.0481707317073171,0.135593220338983,0.218352355512385,0.893617021276596,0.978723404255319,1
0,0.1,0.8,4,0,0.0341394716394716,0.0869565217391304,0.912643020594966,0.965811965811966,1,0,0.06,0.12,0.765957446808511,0.893617021276596,0.957446808510638
0,0.1,0.9,1,0,0.246575342465753,0.525819854248134,0.21164592760181,0.326086956521739,0.487507817385866,0,0.130434782608696,0.271501475651746,0.936170212765957,0.978723404255319,1
0,0.1,0.9,2,0.133333333333333,0.321633825944171,0.548387096774194,0.447205882352941,0.674849397590361,0.857142857142857,0.0574038461538462,0.214079273327828,0.324047248687536,0.978723404255319,1,1
0,0.1,0.9,3,0,0.0714285714285714,0.142857142857143,0.857142857142857,0.927927927927928,1,0.04,0.131578947368421,0.212121212121212,0.893617021276596,0.978723404255319,1
0,0.1,0.9,4,0,0.0333333333333333,0.0833333333333333,0.916666666666667,0.966414753820992,1,0,0.0588235294117647,0.121876954346466,0.765957446808511,0.893617021276596,0.978723404255319
0,0.1,1,1,0,0.253626235022073,0.527517954486458,0.220677966101695,0.346938775510204,0.525405927835051,0,0.130434782608696,0.274193548387097,0.936170212765957,0.978723404255319,1
0,0.1,1,2,0.134615384615385,0.314814814814815,0.543859649122807,0.455025252525252,0.682926829268293,0.864281326781326,0.05,0.210526315789474,0.320821571394966,0.978723404255319,1,1
0,0.1,1,3,0,0.0704225352112676,0.138888888888889,0.861111111111111,0.929577464788732,1,0.037037037037037,0.12945408379179,0.208791208791209,0.893617021276596,0.957446808510638,1
0,0.1,1,4,0,0.0333333333333333,0.082276390008058,0.917723609991942,0.966666666666667,1,0,0.0574712643678161,0.114754098360656,0.74468085106383,0.872340425531915,0.957446808510638
0,0.2,0,1,0,0.274509803921569,0.563165383327754,0,0.0782608695652174,0.181478167501789,0,0.132352941176471,0.269373977086743,0.936170212765957,0.978723404255319,1
0,0.2,0,2,0.255431442080378,0.43913836334625,0.694175170068027,0.203125,0.532538114059853,0.731534401164907,0.129032258064516,0.266269057029927,0.375,1,1,1
0,0.2,0,3,0.027027027027027,0.0919540229885057,0.193548387096774,0.8,0.907407407407407,0.971845238095238,0.0772380636604775,0.157894736842105,0.272727272727273,0.957446808510638,1,1
0,0.2,0,4,0,0.0396039603960396,0.104742324561403,0.894736842105263,0.96035674996071,1,0.0180113636363636,0.0684931506849315,0.15,0.872340425531915,0.936170212765957,0.978723404255319
0,0.2,0.1,1,0,0.262295081967213,0.565843023255814,0.0294117647058824,0.109756097560976,0.210526315789474,0,0.128933306946369,0.27536231884058,0.936170212765957,0.978723404255319,1
0,0.2,0.1,2,0.242813267813268,0.425330245325099,0.672727272727273,0.25,0.551100755262735,0.744111969111969,0.119216417910448,0.261627906976744,0.368421052631579,1,1,1
0,0.2,0.1,3,0.0256410256410256,0.0897435897435897,0.186046511627907,0.807692307692308,0.909090909090909,0.973224109064817,0.0756907308377897,0.154838709677419,0.258064516129032,0.957446808510638,1,1
0,0.2,0.1,4,0,0.0392156862745098,0.1,0.899593023255814,0.96078431372549,1,0.0157428075396825,0.0677966101694915,0.142857142857143,0.829787234042553,0.936170212765957,0.978723404255319
0,0.2,0.2,1,0,0.27027027027027,0.556062801932367,0.0526315789473684,0.141176470588235,0.241379310344828,0,0.131578947368421,0.268483800509647,0.936170212765957,0.978723404255319,1
0,0.2,0.2,2,0.236590909090909,0.410714285714286,0.653061224489796,0.2978721258572,0.569444444444444,0.75,0.116928864569083,0.257142857142857,0.36,1,1,1
0,0.2,0.2,3,0.025,0.087956043956044,0.181818181818182,0.81508547008547,0.911176857330704,0.974358974358974,0.0755470112573331,0.151515151515152,0.257142857142857,0.957446808510638,1,1
0,0.2,0.2,4,0,0.0379746835443038,0.0983606557377049,0.901639344262295,0.962025316455696,1,0.0142857142857143,0.0666666666666667,0.139779069767442,0.851063829787234,0.936170212765957,1
0,0.2,0.3,1,0,0.264705882352941,0.553030303030303,0.0789473684210526,0.171428571428571,0.281220657276995,0,0.129411764705882,0.269842791411043,0.936170212765957,0.978723404255319,1
0,0.2,0.3,2,0.226242821985234,0.4,0.644959677419355,0.318494729907773,0.585962380573248,0.758838803489821,0.111111111111111,0.252476218495636,0.35779368603251,1,1,1
0,0.2,0.3,3,0.0192307692307692,0.0851063829787234,0.172413793103448,0.824561403508772,0.914285714285714,0.978840985442329,0.0701754385964912,0.150537634408602,0.24157824933687,0.936170212765957,0.978723404255319,1
0,0.2,0.3,4,0,0.0380952380952381,0.0975609756097561,0.901960784313726,0.961904761904762,1,0.0136014439096631,0.0652173913043478,0.135135135135135,0.851063829787234,0.914893617021277,0.978723404255319
0,0.2,0.4,1,0.0190402757619739,0.260869565217391,0.548990403838465,0.102040816326531,0.198237030133582,0.312013319672131,0,0.132009958071279,0.274909351145038,0.936170212765957,0.978723404255319,1
0,0.2,0.4,2,0.212626329787234,0.3900372054568,0.631578947368421,0.348667055331779,0.6,0.769230769230769,0.104166666666667,0.246913580246914,0.352514186633039,1,1,1
0,0.2,0.4,3,0.0188679245283019,0.0833333333333333,0.166666666666667,0.831072800438998,0.915577804174444,0.98019801980198,0.0652173913043478,0.147058823529412,0.24026582278481,0.936170212765957,0.978723404255319,1
0,0.2,0.4,4,0,0.0375,0.0982079717132754,0.90077868852459,0.9625,1,0.00405982905982913,0.0641025641025641,0.131661676646707,0.829787234042553,0.914893617021277,1
0,0.2,0.5,1,0,0.25609756097561,0.537762707722385,0.129032258064516,0.225806451612903,0.348356926188068,0,0.130434782608696,0.27243351886209,0.936170212765957,0.978723404255319,1
0,0.2,0.5,2,0.216666666666667,0.380952380952381,0.611706349206349,0.369596153846154,0.610169491525424,0.771691729323308,0.103448275862069,0.243055555555556,0.346153846153846,1,1,1
0,0.2,0.5,3,0.0190402757619739,0.0810810810810811,0.166666666666667,0.833333333333333,0.918442932728647,0.980392156862745,0.0616891356066614,0.144187456687457,0.232446558609349,0.936170212765957,0.978723404255319,1
0,0.2,0.5,4,0,0.037037037037037,0.0935520833333332,0.90625,0.962962962962963,1,0.0126582278481013,0.0625,0.127659574468085,0.829787234042553,0.914893617021277,0.978723404255319
0,0.2,0.6,1,0,0.254237288135593,0.547445255474453,0.15202944413869,0.25,0.388888888888889,0,0.130434782608696,0.269906076289055,0.936170212765957,0.978723404255319,1
0,0.2,0.6,2,0.204081632653061,0.370185185185185,0.607982246952835,0.37660472972973,0.622796164553047,0.78811103738111,0.09375,0.239130434782609,0.344178565133087,1,1,1
0,0.2,0.6,3,0.0144852941176471,0.0804597701149425,0.16,0.838026629570747,0.919154783125371,0.984375,0.0588235294117647,0.141025641025641,0.233911301464493,0.914893617021277,0.978723404255319,1
0,0.2,0.6,4,0,0.036144578313253,0.0899466292134831,0.909522727272727,0.963702239789196,1,0.0105198980157411,0.062015503875969,0.126606767039016,0.808510638297872,0.914893617021277,0.978723404255319
0,0.2,0.7,1,0,0.255813953488372,0.533333333333333,0.171875,0.277269323571013,0.422057291666667,0,0.130434782608696,0.26765988372093,0.936170212765957,0.978723404255319,1
0,0.2,0.7,2,0.192307692307692,0.36231884057971,0.595718864468864,0.397376336898396,0.633060524057818,0.8,0.0931705426356589,0.233705546789659,0.337854399122005,1,1,1
0,0.2,0.7,3,0.0136014439096631,0.078125,0.156862745098039,0.843137254901961,0.92156862745098,0.985721575831802,0.0566037735849057,0.140350877192982,0.229918081798613,0.936170212765957,0.978723404255319,1
0,0.2,0.7,4,0,0.0364963503649635,0.0924572649572649,0.907542735042735,0.963503649635037,1,0,0.0619812032654181,0.127199537750385,0.808510638297872,0.893617021276596,0.978723404255319
0,0.2,0.8,1,0,0.252339718359136,0.536171602787456,0.191957575757576,0.3,0.460166666666667,0,0.130434782608696,0.273423076923077,0.936170212765957,0.978723404255319,1
0,0.2,0.8,2,0.188627241102489,0.354430379746835,0.592592592592593,0.404495947315096,0.641123507535721,0.804878048780488,0.0862068965517241,0.230769230769231,0.333333333333333,1,1,1
0,0.2,0.8,3,0.0120556526806527,0.0769230769230769,0.153846153846154,0.845737509912768,0.923076923076923,0.987019230769231,0.0528975363941769,0.139620383036936,0.21875,0.936170212765957,0.978723404255319,1
0,0.2,0.8,4,0,0.0357142857142857,0.088702064896755,0.911297935103245,0.964285714285714,1,0,0.0602409638554217,0.122448979591837,0.808510638297872,0.914893617021277,0.978723404255319
0,0.2,0.9,1,0,0.25,0.530228260869565,0.208791208791209,0.325964826575476,0.489137115839243,0,0.13,0.26641129032258,0.936170212765957,0.978723404255319,1
0,0.2,0.9,2,0.186233740638549,0.347222222222222,0.573929872495446,0.420738636363636,0.64957264957265,0.810810810810811,0.0866747181964573,0.225806451612903,0.333333333333333,1,1,1
0,0.2,0.9,3,0.0153764204545455,0.0769230769230769,0.152367354458364,0.847334039548023,0.923076923076923,0.984623579545454,0.05,0.136363636363636,0.21925850097917,0.914893617021277,0.978723404255319,1
0,0.2,0.9,4,0,0.0350877192982456,0.0869565217391304,0.91304347826087,0.964912280701754,1,0,0.0602409638554217,0.124566605839416,0.808510638297872,0.914893617021277,0.978723404255319
0,0.2,1,1,0,0.247662734818698,0.53094706632653,0.224560041407868,0.346153846153846,0.519296296296296,0,0.130434782608696,0.271406151914626,0.936170212765957,0.978723404255319,1
0,0.2,1,2,0.171428571428571,0.342342342342342,0.575342465753425,0.42426667659321,0.655172413793103,0.826602040816326,0.0833333333333333,0.226190476190476,0.327047720797721,1,1,1
0,0.2,1,3,0,0.0741991991991992,0.148648648648649,0.851351351351351,0.925800800800801,1,0.0503006329113924,0.133780389342424,0.220858501963153,0.914893617021277,0.978723404255319,1
0,0.2,1,4,0,0.03421730476525,0.0869565217391304,0.91304347826087,0.96578269523475,1,0,0.0597420506164828,0.121360804304729,0.787234042553192,0.893617021276596,0.957446808510638
0,0.3,0,1,0,0.275686136523575,0.5708984375,0,0.0775193798449612,0.183796622097115,0,0.131825538802283,0.27386354939925,0.914893617021277,0.978723404255319,1
0,0.3,0,2,0.238586956521739,0.422222222222222,0.688614718614718,0.254714795008913,0.5625,0.756756756756757,0.133333333333333,0.262886597938144,0.371428571428571,1,1,1
0,0.3,0,3,0.0212765957446809,0.0843373493975904,0.175,0.823529411764706,0.915492957746479,0.978260869565217,0.0706446821152704,0.147887323943662,0.245456802383317,0.957446808510638,1,1
0,0.3,0,4,0,0.037037037037037,0.0983606557377049,0.901639344262295,0.962962962962963,1,0.013326813655761,0.0641025641025641,0.136363636363636,0.851063829787234,0.914893617021277,1
0,0.3,0.1,1,0.0197941176470588,0.273809523809524,0.560867335308867,0.0283601609657948,0.111111111111111,0.21259842519685,0,0.132530120481928,0.272727272727273,0.936170212765957,0.978723404255319,1
0,0.3,0.1,2,0.23469387755102,0.410905808643942,0.669166666666665,0.276210564930301,0.575221238938053,0.757944808467742,0.125751582278481,0.258620689655172,0.365151828847481,1,1,1
0,0.3,0.1,3,0.0208333333333333,0.0842739378566899,0.172637292464879,0.824769736842105,0.915492957746479,0.978614733470602,0.0687880324543611,0.147058823529412,0.25,0.957446808510638,0.978723404255319,1
0,0.3,0.1,4,0,0.037593984962406,0.0940595518867922,0.905940448113208,0.962406015037594,1,0.0119047619047619,0.0629645944606575,0.132445960311836,0.851063829787234,0.914893617021277,1
0,0.3,0.2,1,0,0.263888888888889,0.55,0.0538006756756757,0.142857142857143,0.242192082111437,0,0.128712871287129,0.26865671641791,0.936170212765957,0.978723404255319,1
0,0.3,0.2,2,0.234426185344828,0.403508771929825,0.652490942028985,0.313991596638656,0.583333333333333,0.757469919786096,0.128790322580645,0.25367726584469,0.355555555555556,1,1,1
0,0.3,0.2,3,0.0186844863731656,0.0825594274516486,0.169014084507042,0.82997792051385,0.916666666666667,0.980959724238026,0.0666666666666667,0.145833333333333,0.236842105263158,0.936170212765957,0.98936170212766,1
0,0.3,0.2,4,0,0.0360903071746445,0.0961538461538462,0.903846153846154,0.963909692825355,1,0.0121179841316485,0.0625,0.136363636363636,0.808510638297872,0.914893617021277,0.978723404255319
0,0.3,0.3,1,0,0.26500875296056,0.552895743663319,0.0810810810810811,0.170731707317073,0.277777777777778,0,0.132490225803878,0.277203201422854,0.936170212765957,0.978723404255319,1
0,0.3,0.3,2,0.223684210526316,0.397002694207454,0.64499470338983,0.333333333333333,0.595744680851064,0.77057076252068,0.117647058823529,0.25,0.350768967874231,1,1,1
0,0.3,0.3,3,0.0196078431372549,0.0805910370210002,0.166666666666667,0.833333333333333,0.919191919191919,0.98,0.0646263634253887,0.142857142857143,0.232876712328767,0.957446808510638,0.978723404255319,1
0,0.3,0.3,4,0,0.0365853658536585,0.0930232558139535,0.906976744186046,0.963414634146341,1,0,0.0625,0.130052334943639,0.851063829787234,0.914893617021277,0.978723404255319
0,0.3,0.4,1,0,0.263157894736842,0.55,0.107142857142857,0.2,0.311111111111111,0,0.132530120481928,0.274978795589482,0.936170212765957,0.978723404255319,1
0,0.3,0.4,2,0.216216216216216,0.386666666666667,0.639779069767442,0.347360248447205,0.60655737704918,0.776516990291262,0.117647058823529,0.246753246753247,0.348302646720368,1,1,1
0,0.3,0.4,3,0.0163934426229508,0.0792079207920792,0.160714285714286,0.839285714285714,0.920634920634921,0.983199152542373,0.0666666666666667,0.141140382533381,0.232558139534884,0.936170212765957,0.978723404255319,1
0,0.3,0.4,4,0,0.0363636363636364,0.0922115384615384,0.907692307692308,0.963636363636364,1,0.0108649415101028,0.0612244897959184,0.130166572557877,0.808510638297872,0.914893617021277,1
